zaehler_id,kunde_id,kundentyp,vertragsleistung_kw,monat,monat_idx,arbeitstage,feiertage_im_monat,mittlere_temperatur_c,heiztage,produktionsplan_index,wartung_aktiv,vormonat_verbrauch_kwh,letzte_3_monate_durchschnitt_kwh,vorjahr_monat_verbrauch_kwh,verbrauch_kwh
ZL-00429,KD-477812,Gewerbe,55,05/2024,5,23,1,13.6,85,1.055,0,12170.0,14831.0,,14215.0
ZL-00429,KD-477812,Gewerbe,55,06/2024,6,20,0,18.0,0,1.069,0,14215.0,14126.333333333334,,12371.0
ZL-00429,KD-477812,Gewerbe,55,07.2024,7,23,0,18.7,0,0.847,0,12371.0,12918.666666666666,,11722.0
ZL-00429,KD-477812,Gewerbe,55,08/2024,8,22,0,18.5,0,0.852,0,11722.0,12769.333333333334,,12687.0
ZL-00429,KD-477812,Gewerbe,55,2024-09,9,21,0,16.0,25,0.846,0,12687.0,12260.0,,12834.0
ZL-00429,KD-477812,Gewerbe,55,10/2024,10,23,1,11.1,148,0.888,0,12834.0,12414.333333333334,,13174.0
ZL-00429,KD-477812,Gewerbe,55,2024-11,11,21,1,4.5,312,,0,13174.0,12898.333333333334,,13803.0
ZL-00429,KD-477812,Gewerbe,55,12/2024,12,22,2,2.0,375,1.033,0,13803.0,13270.333333333334,,14020.0
ZL-00429,KD-477812,Gewerbe,55,01.2025,1,23,1,3.1,348,1.105,0,14020.0,13665.666666666666,15513.0,16760.0
ZL-00429,KD-477812,Gewerbe,55,2025-02,2,20,0,3.1,348,1.057,0,16760.0,14861.0,16329.0,13217.0
ZL-00429,KD-477812,Gewerbe,55,2025-03,3,21,0,8.3,217,1.087,0,13217.0,14665.666666666666,15994.0,15421.0
ZL-00429,KD-477812,Gewerbe,55,04/2025,4,22,1,8.9,202,1.144,0,15421.0,15132.666666666666,12170.0,17220.0
ZL-00429,KD-477812,Gewerbe,55,05.2025,5,22,1,15.6,35,1.192,0,17220.0,15286.0,14215.0,15427.0
ZL-00429,KD-477812,Gewerbe,55,06.2025,6,21,0,16.0,25,,0,15427.0,16022.666666666666,12371.0,15678.0
ZL-00429,KD-477812,Gewerbe,55,07.2025,7,23,0,17.2,0,0.88,0,15678.0,16108.333333333334,11722.0,11926.0
ZL-00429,KD-477812,Gewerbe,55,2025-08,8,21,0,17.8,0,0.806,0,11926.0,14343.666666666666,12687.0,9349.0
ZL-00429,KD-477812,Gewerbe,55,2025-09,9,22,0,15.2,45,0.82,0,9349.0,12317.666666666666,12834.0,12483.0
ZL-00429,KD-477812,Gewerbe,55,10.2025,10,23,1,12.5,112,0.993,0,12483.0,11252.666666666666,13174.0,14801.0
ZL-00429,KD-477812,Gewerbe,55,11.2025,11,20,1,6.5,262,0.924,0,14801.0,12211.0,13803.0,11969.0
ZL-00429,KD-477812,Gewerbe,55,2025-12,12,23,2,1.8,380,1.015,1,11969.0,13084.333333333334,14020.0,10913.0
ZL-00430,KD-368246,Industrie,173,01/2024,1,23,1,-0.5,438,1.009,0,,13385.0,,28702.0
ZL-00430,KD-368246,Industrie,173,02.2024,2,21,0,3.1,348,1.132,0,28702.0,20335.5,,32015.0
ZL-00430,KD-368246,Industrie,173,03/2024,3,21,0,7.4,240,1.028,0,32015.0,30358.5,,23818.0
ZL-00430,KD-368246,Industrie,173,04/2024,4,22,1,10.4,165,1.019,0,23818.0,28178.333333333332,,33556.0
ZL-00430,KD-368246,Industrie,173,2024-05,5,23,1,12.4,115,1.081,0,33556.0,29796.333333333332,,28324.0
ZL-00430,KD-368246,Industrie,173,06.2024,6,20,0,18.2,0,1.018,0,28324.0,28566.0,,22394.0
ZL-00430,KD-368246,Industrie,173,07.2024,7,23,0,20.8,0,,0,22394.0,28091.333333333332,,27061.0
ZL-00430,KD-368246,Industrie,173,2024-08,8,22,0,21.3,0,,0,27061.0,25926.333333333332,,22112.0
ZL-00430,KD-368246,Industrie,173,2024-09,9,21,0,14.3,67,0.747,0,22112.0,23855.666666666668,,21341.0
ZL-00430,KD-368246,Industrie,173,10/2024,10,23,1,11.7,133,0.842,0,21341.0,23504.666666666668,,26025.0
ZL-00430,KD-368246,Industrie,173,11.2024,11,21,1,5.2,295,0.874,0,26025.0,23159.333333333332,,20724.0
ZL-00430,KD-368246,Industrie,173,2024-12,12,22,2,0.6,410,0.993,0,20724.0,22696.666666666668,,27637.0
ZL-00430,KD-368246,Industrie,173,2025-01,1,23,1,3.4,340,1.051,0,27637.0,24795.333333333332,28702.0,35381.0
ZL-00430,KD-368246,Industrie,173,02.2025,2,20,0,2.8,355,1.311,0,35381.0,27914.0,32015.0,31617.0
ZL-00430,KD-368246,Industrie,173,03/2025,3,21,0,7.9,228,1.074,0,31617.0,31545.0,23818.0,26319.0
ZL-00430,KD-368246,Industrie,173,04.2025,4,22,1,8.2,220,1.13,0,26319.0,31105.666666666668,33556.0,30894.0
ZL-00430,KD-368246,Industrie,173,05/2025,5,22,1,14.4,65,1.298,0,30894.0,29610.0,28324.0,37372.0
ZL-00430,KD-368246,Industrie,173,2025-06,6,21,0,17.8,0,1.049,0,37372.0,31528.333333333332,22394.0,26006.0
ZL-00430,KD-368246,Industrie,173,2025-07,7,23,0,17.8,0,0.922,0,26006.0,31424.0,27061.0,24283.0
ZL-00430,KD-368246,industrie,173,08/2025,8,21,0,21.2,0,0.935,0,24283.0,29220.333333333332,22112.0,26023.0
ZL-00430,KD-368246,Industrie,173,09.2025,9,22,0,14.6,60,0.9,0,26023.0,25437.333333333332,21341.0,29436.0
ZL-00430,KD-368246,Industrie,173,10/2025,10,23,1,11.7,133,0.782,0,29436.0,26580.666666666668,26025.0,22554.0
ZL-00430,KD-368246,Industrie,173,11.2025,11,20,1,5.2,295,0.801,0,22554.0,26004.333333333332,20724.0,19237.0
ZL-00430,KD-368246,Industrie,173,2025-12,12,23,2,0.2,420,1.008,0,19237.0,23742.333333333332,27637.0,28843.0
ZL-00431,KD-805696,Gewerbe,30,2024-01,1,23,1,2.4,365,1.037,0,,20895.5,,4441.0
ZL-00431,KD-805696,Gewerbe,30,2024-02,2,21,0,2.6,360,1.312,0,4441.0,11839.0,,5985.0
ZL-00431,KD-805696,Gewerbe,30,03/2024,3,21,0,6.4,265,1.24,0,5985.0,5213.0,,5941.0
ZL-00431,KD-805696,Gewerbe,30,04/2024,4,22,1,9.6,185,1.219,0,5941.0,5455.666666666667,,5390.0
ZL-00431,KD-805696,Gewerbe,30,05.2024,5,23,1,14.5,62,0.885,0,5390.0,5772.0,,3622.0
ZL-00431,KD-805696,Gewerbe,30,06/2024,6,20,0,18.9,0,0.953,0,3622.0,4984.333333333333,,4.373 MWh
ZL-00431,KD-805696,Gewerbe,30,07.2024,7,23,0,,0,0.924,1,4373.0,4461.666666666667,,2655.0
ZL-00431,KD-805696,Gewerbe,30,08/2024,8,22,0,19.8,0,0.811,0,2655.0,3550.0,,3671.0
ZL-00431,KD-805696,Gewerbe,30,09/2024,9,21,0,15.3,42,0.8,0,3671.0,3566.3333333333335,,4111.0
ZL-00431,KD-805696,Gewerbe,30,10.2024,10,23,1,10.7,158,0.85,0,4111.0,3479.0,,4363.0
ZL-00431,KD-805696,Gewerbe,30,2024-11,11,21,1,3.5,338,0.935,0,4363.0,4048.3333333333335,,3492.0
ZL-00431,KD-805696,Gewerbe,30,12.2024,12,22,2,2.0,375,1.216,0,3492.0,3988.6666666666665,,5152.0
ZL-00431,KD-805696,Gewerbe,30,01.2025,1,23,1,2.0,375,1.021,0,5152.0,4335.666666666667,4441.0,4743.0
ZL-00431,KD-805696,Gewerbe,30,02/2025,2,20,0,2.5,362,1.198,0,4743.0,4462.333333333333,5985.0,4653.0
ZL-00431,KD-805696,Gewerbe,30,2025-03,3,21,0,3.8,330,1.267,0,4653.0,4849.333333333333,5941.0,4985.0
ZL-00431,KD-805696,Gewerbe,30,2025-04,4,22,1,11.9,127,1.05,0,4985.0,4793.666666666667,5390.0,4419.0
ZL-00431,KD-805696,Gewerbe,30,05.2025,5,22,1,16.5,12,,0,4419.0,4685.666666666667,3622.0,6.083 MWh
ZL-00431,KD-805696,Gewerbe,30,06.2025,6,21,0,16.8,5,1.019,0,6083.0,5162.333333333333,4373.0,4898.0
ZL-00431,KD-805696,Gewerbe,30,07.2025,7,23,0,22.5,0,0.725,0,4898.0,5133.333333333333,2655.0,2925.0
ZL-00431,KD-805696,Gewerbe,30,2025-08,8,21,0,17.8,0,0.968,0,2925.0,4635.333333333333,3671.0,5183.0
ZL-00431,KD-805696,Gewerbe,30,09/2025,9,22,0,13.1,98,,0,5183.0,4335.333333333333,4111.0,3702.0
ZL-00431,KD-805696,Gewerbe,30,2025-10,10,23,1,9.5,188,,0,3702.0,3936.6666666666665,4363.0,5755.0
ZL-00431,KD-805696,Gewerbe,30,11/2025,11,20,1,6.4,265,1.003,0,5755.0,4880.0,3492.0,3.889 MWh
ZL-00431,KD-805696,Gewerbe,30,12.2025,12,23,2,-0.7,442,0.917,0,3889.0,4448.666666666667,5152.0,4116.0
ZL-00432,KD-218015,Gewerbe,25,2024-01,1,23,1,0.5,412,1.044,0,,4822.0,,4360.0
ZL-00432,KD-218015,Gewerbe,25,2024-02,2,21,0,6.4,265,1.185,0,4360.0,4124.5,,4273.0
ZL-00432,KD-218015,Gewerbe,25,03.2024,3,21,0,3.7,332,1.106,0,4273.0,4316.5,,3992.0
ZL-00432,KD-218015,Gewerbe,25,04.2024,4,22,1,9.2,195,1.269,0,3992.0,4208.333333333333,,4381.0
ZL-00432,KD-218015,Gewerbe,25,05/2024,5,23,1,12.4,115,1.148,0,4381.0,4215.333333333333,,4149.0
ZL-00432,KD-218015,Gewerbe,25,06/2024,6,20,0,16.6,10,0.88,0,4149.0,4174.0,,3037.0
ZL-00432,KD-218015,Gewerbe,25,2024-07,7,23,0,18.5,0,0.911,0,3037.0,3855.6666666666665,,3109.0
ZL-00432,KD-218015,Gewerbe,25,08.2024,8,22,0,18.0,0,0.912,0,3109.0,3431.6666666666665,,2700.0
ZL-00432,KD-218015,Gewerbe,25,09.2024,9,21,0,14.8,55,0.788,0,2700.0,2948.6666666666665,,2738.0
ZL-00432,KD-218015,Gewerbe,25,10/2024,10,23,1,11.9,127,0.957,0,2738.0,2849.0,,4041.0
ZL-00432,KD-218015,GEWERBE,25,11.2024,11,21,1,8.1,222,0.974,0,4041.0,3159.6666666666665,,2854.0
ZL-00432,KD-218015,gewerbe,25,12/2024,12,22,2,1.6,385,1.057,0,2854.0,3211.0,,3869.0
ZL-00432,KD-218015,Gewerbe,25,01.2025,1,23,1,1.0,400,1.05,0,3869.0,3588.0,4360.0,3159.0
ZL-00432,KD-218015,Gewerbe,25,02/2025,2,20,0,2.7,358,1.048,0,3159.0,3294.0,4273.0,3.908 MWh
ZL-00432,KD-218015,Gewerbe,25,03.2025,3,21,0,4.1,322,1.247,0,3908.0,3645.3333333333335,3992.0,3929.0
ZL-00432,KD-218015,Gewerbe,25,04/2025,4,22,1,9.8,180,1.271,0,3929.0,3665.3333333333335,4381.0,4532.0
ZL-00432,KD-218015,Gewerbe,25,05/2025,5,22,1,13.2,95,1.158,0,4532.0,4123.0,4149.0,4112.0
ZL-00432,KD-218015,Gewerbe,25,2025-06,6,21,0,18.4,0,1.071,0,4112.0,4191.0,3037.0,3600.0
ZL-00432,KD-218015,Gewerbe,25,07.2025,7,23,0,21.6,0,0.93,0,3600.0,4081.3333333333335,3109.0,3572.0
ZL-00432,KD-218015,Gewerbe,25,08/2025,8,21,0,17.8,0,0.813,0,3572.0,3761.3333333333335,2700.0,3130.0
ZL-00432,KD-218015,Gewerbe,25,09/2025,9,22,0,16.9,3,0.909,0,3130.0,3434.0,2738.0,3071.0
ZL-00432,KD-218015,Gewerbe,25,2025-10,10,23,1,8.8,205,0.82,0,3071.0,3257.6666666666665,4041.0,3025.0
ZL-00432,KD-218015,Gewerbe,25,11/2025,11,20,1,6.3,268,1.005,1,3025.0,3075.3333333333335,2854.0,2100.0
ZL-00432,KD-218015,Gewerbe,25,12.2025,12,23,2,2.4,365,1.022,0,2100.0,2732.0,3869.0,3212.0
ZL-00433,KD-840674,Gewerbe,30,01/2024,1,23,1,-1.2,455,0.957,0,,2562.5,,3366.0
ZL-00433,KD-840674,Gewerbekunde,30,2024-02,2,21,0,0.8,405,1.134,0,3366.0,2733.0,,3980.0
ZL-00433,KD-840674,Gewerbe,30,03.2024,3,21,0,4.6,310,1.051,0,3980.0,3673.0,,3414.0
ZL-00433,KD-840674,Gewerbe,30,2024-04,4,22,1,8.0,225,1.019,0,3414.0,3586.6666666666665,,3954.0
ZL-00433,KD-840674,Gewerbe,30,05.2024,5,23,1,10.0,175,0.898,0,3954.0,3782.6666666666665,,3195.0
ZL-00433,KD-840674,Gewerbe,30,2024-06,6,20,0,16.7,8,0.892,0,3195.0,3521.0,,3064.0
ZL-00433,KD-840674,Gewerbe,30,07.2024,7,23,0,18.9,0,0.83,0,3064.0,3404.3333333333335,,2902.0
ZL-00433,KD-840674,Gewerbe,30,08/2024,8,22,0,18.9,0,0.972,1,2902.0,3053.6666666666665,,2121.0
ZL-00433,KD-840674,Gewerbe,30,2024-09,9,21,0,16.1,22,0.896,0,2121.0,2695.6666666666665,,2465.0
ZL-00433,KD-840674,Gewerbe,30,2024-10,10,23,1,8.1,222,1.03,0,2465.0,2496.0,,2825.0
ZL-00433,KD-840674,Gewerbe,30,11.2024,11,21,1,5.4,290,0.909,0,2825.0,2470.3333333333335,,2832.0
ZL-00433,KD-840674,Gewerbe,30,2024-12,12,22,2,5.8,280,0.896,0,2832.0,2707.3333333333335,,3340.0
ZL-00433,KD-840674,Gewerbe,30,01/2025,1,23,1,2.3,368,,0,3340.0,2999.0,3366.0,3755.0
ZL-00433,KD-840674,Gewerbe,30,02.2025,2,20,0,3.3,342,1.096,0,3755.0,3309.0,3980.0,3158.0
ZL-00433,KD-840674,Gewerbe,30,03.2025,3,21,0,4.5,312,1.184,0,3158.0,3417.6666666666665,3414.0,3873.0
ZL-00433,KD-840674,Gewerbe,30,04.2025,4,22,1,9.7,183,1.016,0,3873.0,3595.3333333333335,3954.0,3435.0
ZL-00433,KD-840674,Gewerbe,30,05/2025,5,22,1,10.6,160,1.079,0,3435.0,3488.6666666666665,3195.0,3480.0
ZL-00433,KD-840674,Gewerbe,30,06/2025,6,21,0,17.9,0,1.108,0,3480.0,3596.0,3064.0,3680.0
ZL-00433,KD-840674,Gewerbe,30,07.2025,7,23,0,21.1,0,1.034,0,3680.0,3531.6666666666665,2902.0,3.493 MWh
ZL-00433,KD-840674,Gewerbe,30,2025-08,8,21,0,16.8,5,0.965,0,3493.0,3551.0,2121.0,3510.0
ZL-00433,KD-840674,Gewerbe,30,09.2025,9,22,0,13.3,92,0.894,0,3510.0,3561.0,2465.0,2853.0
ZL-00433,KD-840674,Gewerbe,30,10.2025,10,23,1,11.0,150,0.945,0,2853.0,3285.3333333333335,2825.0,3115.0
ZL-00433,KD-840674,Gewerbe,30,2025-11,11,20,1,6.2,270,0.922,0,3115.0,3159.3333333333335,2832.0,2839.0
ZL-00433,KD-840674,Gewerbe,30,12.2025,12,23,2,1.2,395,1.034,0,2839.0,2935.6666666666665,3340.0,4112.0
ZL-00434,KD-354079,Industrie,252,2024-01,1,23,1,-0.2,430,1.065,0,,2977.0,,51747.0
ZL-00434,KD-354079,Industrie,252,02.2024,2,21,0,0.8,405,1.086,0,51747.0,27293.0,,43345.0
ZL-00434,KD-354079,Industrie,252,03/2024,3,21,0,5.9,278,1.171,0,43345.0,47546.0,,43966.0
ZL-00434,KD-354079,Industrie,252,04.2024,4,22,1,,152,1.266,0,43966.0,46352.666666666664,,47604.0
ZL-00434,KD-354079,Industrie,252,2024-05,5,23,1,13.9,77,1.097,0,47604.0,44971.666666666664,,160731.22634825183
ZL-00434,KD-354079,Industrie,252,06/2024,6,20,0,16.8,5,1.039,0,160731.22634825183,84100.40878275062,,46978.0
ZL-00434,KD-354079,Industrie,252,07/2024,7,23,0,16.4,15,0.987,0,46978.0,85104.40878275062,,40954.0
ZL-00434,KD-354079,Industrie,252,08.2024,8,22,0,20.3,0,0.896,0,40954.0,82887.74211608394,,35458.0
ZL-00434,KD-354079,Industrie,252,09/2024,9,21,0,14.9,52,0.832,0,35458.0,41130.0,,36778.0
ZL-00434,KD-354079,Industrie,252,10/2024,10,23,1,10.3,167,0.933,0,36778.0,37730.0,,42476.0
ZL-00434,KD-354079,Industrie,252,2024-11,11,21,1,6.4,265,0.866,0,42476.0,38237.333333333336,,40112.0
ZL-00434,KD-354079,Industrie,252,12.2024,12,22,2,0.7,408,1.094,0,40112.0,39788.666666666664,,54530.0
ZL-00434,KD-354079,Industrie,252,2025-01,1,23,1,0.4,415,1.176,0,54530.0,45706.0,51747.0,60233.0
ZL-00434,KD-354079,Industrie,252,2025-02,2,20,0,2.2,370,1.126,0,60233.0,51625.0,43345.0,42902.0
ZL-00434,KD-354079,Industrie,252,03/2025,3,21,0,5.0,300,1.097,0,42902.0,52555.0,43966.0,34144.0
ZL-00434,KD-354079,Industrie,252,04/2025,4,22,1,7.5,238,1.301,0,34144.0,45759.666666666664,47604.0,47547.0
ZL-00434,KD-354079,Industrie,252,2025-05,5,22,1,11.3,142,1.019,0,47547.0,41531.0,160731.22634825183,44586.0
ZL-00434,KD-354079,Industrie,252,06/2025,6,21,0,17.7,0,0.976,0,44586.0,42092.333333333336,46978.0,44482.0
ZL-00434,KD-354079,Industrie,252,2025-07,7,23,0,19.0,0,0.764,0,44482.0,45538.333333333336,40954.0,31134.0
ZL-00434,KD-354079,Industrie,252,2025-08,8,21,0,18.9,0,0.98,0,31134.0,40067.333333333336,35458.0,41911.0
ZL-00434,KD-354079,Industrie,252,09.2025,9,22,0,13.3,92,0.735,0,41911.0,39175.666666666664,36778.0,30580.0
ZL-00434,KD-354079,Industrie,252,2025-10,10,23,1,11.0,150,0.909,0,30580.0,34541.666666666664,42476.0,48048.0
ZL-00434,KD-354079,Industrie,252,11/2025,11,20,1,5.4,290,0.949,0,48048.0,40179.666666666664,40112.0,35855.0
ZL-00434,KD-354079,Industrie,252,12.2025,12,23,2,1.1,398,0.994,0,35855.0,38161.0,54530.0,49630.0
ZL-00435,KD-650929,Gewerbe,24,01.2024,1,23,1,0.9,403,1.032,0,,41951.5,,2923.0
ZL-00435,KD-650929,Gewerbe,24,02/2024,2,21,0,2.4,365,1.165,0,2923.0,19389.0,,3121.0
ZL-00435,KD-650929,Gewerbe,24,2024-03,3,21,0,8.6,210,1.289,0,3121.0,3022.0,,3095.0
ZL-00435,KD-650929,Gewerbe,24,2024-04,4,22,1,10.8,155,1.11,0,3095.0,3046.3333333333335,,3023.0
ZL-00435,KD-650929,Gewerbe,24,05.2024,5,23,1,15.3,42,0.943,0,3023.0,3079.6666666666665,,2032.0
ZL-00435,KD-650929,Gewerbe,24,06.2024,6,20,0,18.7,0,0.855,0,2032.0,2716.6666666666665,,1736.0
ZL-00435,KD-650929,Gewerbe,24,07/2024,7,23,0,17.9,0,0.91,0,1736.0,2263.6666666666665,,2204.0
ZL-00435,KD-650929,Gewerbe,24,08.2024,8,22,0,18.5,0,0.834,0,2204.0,1990.6666666666667,,2274.0
ZL-00435,KD-650929,Gewerbe,24,2024-09,9,21,0,13.6,85,,0,2274.0,2071.3333333333335,,2017.0
ZL-00435,KD-650929,Gewerbe,24,2024-10,10,23,1,10.0,175,0.893,0,2017.0,2165.0,,1925.0
ZL-00435,KD-650929,Gewerbe,24,11/2024,11,21,1,5.4,290,0.886,0,1925.0,2072.0,,2315.0
ZL-00435,KD-650929,Gewerbe,24,12/2024,12,22,2,0.9,403,1.221,0,2315.0,2085.6666666666665,,2824.0
ZL-00435,KD-650929,Gewerbe,24,2025-01,1,23,1,1.3,392,1.106,0,2824.0,2354.6666666666665,2923.0,3429.0
ZL-00435,KD-650929,Gewerbe,24,02/2025,2,20,0,2.6,360,1.202,0,3429.0,2856.0,3121.0,3130.0
ZL-00435,KD-650929,Gewerbe,24,03/2025,3,21,0,4.0,325,1.137,0,3130.0,3127.6666666666665,3095.0,2512.0
ZL-00435,KD-650929,Gewerbe,24,04.2025,4,22,1,9.5,188,1.118,0,2512.0,3023.6666666666665,3023.0,3079.0
ZL-00435,KD-650929,Gewerbe,24,05.2025,5,22,1,13.5,88,1.027,0,3079.0,2907.0,2032.0,3112.0
ZL-00435,KD-650929,Gewerbe,24,06.2025,6,21,0,14.8,55,1.006,0,3112.0,2901.0,1736.0,2155.0
ZL-00435,KD-650929,Gewerbe,24,2025-07,7,23,0,17.9,0,0.803,0,2155.0,2782.0,2204.0,2175.0
ZL-00435,KD-650929,Gewerbe,24,2025-08,8,21,0,20.3,0,0.742,0,2175.0,2480.6666666666665,2274.0,1862.0
ZL-00435,KD-650929,Gewerbe,24,2025-09,9,22,0,16.3,17,0.8,1,1862.0,2064.0,2017.0,1356.0
ZL-00435,KD-650929,Gewerbe,24,10.2025,10,23,1,8.6,210,0.794,0,1356.0,1797.6666666666667,1925.0,2300.0
ZL-00435,KD-650929,Gewerbe,24,11/2025,11,20,1,6.7,258,0.875,0,2300.0,1839.3333333333333,2315.0,2045.0
ZL-00435,KD-650929,Gewerbe,24,2025-12,12,23,2,-0.2,430,0.973,0,2045.0,1900.3333333333333,2824.0,2431.0
ZL-00436,KD-789944,Gewerbe,41,01/2024,1,23,1,0.4,415,1.052,0,,2172.5,,11450.0
ZL-00436,KD-789944,Gewerbe,41,02.2024,2,21,0,1.9,378,1.195,0,11450.0,6747.5,,10577.0
ZL-00436,KD-789944,Gewerbe,41,03.2024,3,21,0,7.1,248,1.212,0,10577.0,11013.5,,9827.0
ZL-00436,KD-789944,Gewerbe,41,04/2024,4,22,1,9.7,183,1.128,0,9827.0,10618.0,,11388.0
ZL-00436,KD-789944,Gewerbe,41,2024-05,5,23,1,12.5,112,1.234,0,11388.0,10597.333333333334,,12681.0
ZL-00436,KD-789944,Gewerbe,41,06.2024,6,20,0,15.2,45,0.963,0,12681.0,11298.666666666666,,9672.0
ZL-00436,KD-789944,Gewerbe,41,2024-07,7,23,0,,0,0.992,0,9672.0,11247.0,,10377.0
ZL-00436,KD-789944,Gewerbe,41,08.2024,8,22,0,18.0,0,0.911,0,10377.0,10910.0,,8324.0
ZL-00436,KD-789944,Gewerbe,41,09.2024,9,21,0,14.4,65,0.833,0,8324.0,9457.666666666666,,8143.0
ZL-00436,KD-789944,Gewerbe,41,10.2024,10,23,1,12.5,112,0.86,0,8143.0,8948.0,,7791.0
ZL-00436,KD-789944,Gewerbe,41,11.2024,11,21,1,6.7,258,0.89,0,7791.0,8086.0,,9529.0
ZL-00436,KD-789944,Gewerbe,41,12.2024,12,22,2,4.4,315,1.061,0,9529.0,8487.666666666666,,9768.0
ZL-00436,KD-789944,Gewerbe,41,01.2025,1,23,1,-0.5,438,1.175,0,9768.0,9029.333333333334,11450.0,10053.0
ZL-00436,KD-789944,Gewerbe,41,02.2025,2,20,0,0.9,403,1.133,0,10053.0,9783.333333333334,10577.0,9544.0
ZL-00436,KD-789944,Gewerbe,41,2025-03,3,21,0,6.3,268,1.001,0,9544.0,9788.333333333334,9827.0,8841.0
ZL-00436,KD-789944,Gewerbe,41,2025-04,4,22,1,12.7,108,1.174,0,8841.0,9479.333333333334,11388.0,12325.0
ZL-00436,KD-789944,Gewerbe,41,05.2025,5,22,1,,105,1.061,0,12325.0,10236.666666666666,12681.0,9147.0
ZL-00436,KD-789944,Gewerbe,41,2025-06,6,21,0,17.1,0,0.916,0,9147.0,10104.333333333334,9672.0,7937.0
ZL-00436,KD-789944,Gewerbe,41,07.2025,7,23,0,21.0,0,0.931,0,7937.0,9803.0,10377.0,9318.0
ZL-00436,KD-789944,Gewerbe,41,2025-08,8,21,0,19.1,0,0.842,0,9318.0,8800.666666666666,8324.0,7662.0
ZL-00436,KD-789944,Gewerbe,41,2025-09,9,22,0,16.5,12,0.762,0,7662.0,8305.666666666666,8143.0,8430.0
ZL-00436,KD-789944,Gewerbe,41,10/2025,10,23,1,13.9,77,0.852,0,8430.0,8470.0,7791.0,9099.0
ZL-00436,KD-789944,Gewerbe,41,11.2025,11,20,1,6.4,265,1.038,0,9099.0,8397.0,9529.0,8464.0
ZL-00436,KD-789944,Gewerbe,41,2025-12,12,23,2,2.7,358,1.011,0,8464.0,8664.333333333334,9768.0,11051.0
ZL-00437,KD-788105,Gewerbe,81,01.2024,1,23,1,2.1,372,1.077,0,,8781.5,,13758.0
ZL-00437,KD-788105,Gewerbe,81,02.2024,2,21,0,0.6,410,1.166,0,13758.0,11111.0,,16655.0
ZL-00437,KD-788105,Gewerbe,81,03/2024,3,21,0,3.8,330,1.169,0,16655.0,15206.5,,13720.0
ZL-00437,KD-788105,Gewerbe,81,2024-04,4,22,1,10.2,170,1.107,0,13720.0,14711.0,,14746.0
ZL-00437,KD-788105,Gewerbe,81,05.2024,5,23,1,13.1,98,1.091,0,14746.0,15040.333333333334,,15525.0
ZL-00437,KD-788105,Gewerbe,81,2024-06,6,20,0,18.6,0,1.007,0,15525.0,14663.666666666666,,10760.0
ZL-00437,KD-788105,Gewerbe,81,07.2024,7,23,0,19.5,0,,0,10760.0,13677.0,,9423.0
ZL-00437,KD-788105,Gewerbe,81,08.2024,8,22,0,20.6,0,0.912,0,9423.0,11902.666666666666,,10588.0
ZL-00437,KD-788105,Gewerbe,81,09.2024,9,21,0,13.2,95,0.854,0,10588.0,10257.0,,10679.0
ZL-00437,KD-788105,Gewerbe,81,10.2024,10,23,1,12.5,112,0.913,0,10679.0,10230.0,,14676.0
ZL-00437,KD-788105,Gewerbe,81,11/2024,11,21,1,2.6,360,0.923,1,14676.0,11981.0,,8536.0
ZL-00437,KD-788105,Gewerbe,81,12.2024,12,22,2,0.3,418,0.972,0,8536.0,11297.0,,12902.0
ZL-00437,KD-788105,Gewerbe,81,01.2025,1,23,1,1.9,378,0.999,0,12902.0,12038.0,13758.0,12236.0
ZL-00437,KD-788105,Gewerbe,81,02/2025,2,20,0,1.2,395,1.143,1,12236.0,11224.666666666666,16655.0,10480.0
ZL-00437,KD-788105,Gewerbe,81,2025-03,3,21,0,5.4,290,,0,10480.0,11872.666666666666,13720.0,14185.0
ZL-00437,KD-788105,Gewerbe,81,04/2025,4,22,1,10.2,170,1.238,0,14185.0,12300.333333333334,14746.0,18830.0
ZL-00437,KD-788105,Gewerbe,81,05.2025,5,22,1,16.1,22,1.036,0,18830.0,14498.333333333334,15525.0,14785.0
ZL-00437,KD-788105,Gewerbe,81,06.2025,6,21,0,14.1,73,1.086,0,14785.0,15933.333333333334,10760.0,12.848 MWh
ZL-00437,KD-788105,Gewerbe,81,07.2025,7,23,0,20.9,0,0.989,0,12848.0,15487.666666666666,9423.0,12955.0
ZL-00437,KD-788105,Gewerbe,81,2025-08,8,21,0,21.0,0,0.809,0,12955.0,13529.333333333334,10588.0,9358.0
ZL-00437,KD-788105,Gewerbe,81,09/2025,9,22,0,14.2,70,0.739,0,9358.0,11720.333333333334,10679.0,8186.0
ZL-00437,KD-788105,Gewerbe,81,10/2025,10,23,1,10.0,175,0.951,0,8186.0,10166.333333333334,14676.0,13321.0
ZL-00437,KD-788105,Gewerbe,81,11/2025,11,20,1,5.8,280,0.962,0,13321.0,10288.333333333334,8536.0,10832.0
ZL-00437,KD-788105,Gewerbe,81,12/2025,12,23,2,0.9,403,1.066,0,10832.0,10779.666666666666,12902.0,17191.0
ZL-00438,KD-613758,Gewerbe,68,2024-01,1,23,1,1.5,388,1.087,1,,12076.5,,8731.0
ZL-00438,KD-613758,Gewerbe,68,02.2024,2,21,0,2.7,358,1.048,0,8731.0,9781.5,,9402.0
ZL-00438,KD-613758,Gewerbe,68,03.2024,3,21,0,3.7,332,1.164,0,9402.0,9066.5,,12357.0
